2021-12-18,120,77
2021-12-19,29,0
2021-12-20,17,0
2021-12-21,16,0
2021-12-22,7,0
2021-12-23,2,0
2021-12-24,3,0
2021-12-25,1,0
2021-12-26,1,0
2021-12-27,2,0
2021-12-28,1,0
2021-12-29,1,0
2021-12-30,0,0
2021-12-31,1,0
2022-01-01,0,0
2022-01-02,0,0
2022-01-03,0,0
2022-01-04,1,0
2022-01-05,1,0
2022-01-06,0,0
2022-01-07,7,2
2022-01-08,4,0
2022-01-09,0,0
2022-01-10,2,0
2022-01-11,59100,58999
2022-01-12,8164,3635
2022-01-13,11441,6201
2022-01-14,12362,4963
2022-01-15,11787,3975
2022-01-16,10487,2867
2022-01-17,10040,3051
2022-01-18,23334,7079
2022-01-19,14215,4183
2022-01-20,13992,2957
2022-01-21,10011,1657
2022-01-22,8038,1367
2022-01-23,9587,1268
2022-01-24,9474,1608
2022-01-25,9218,1422
2022-01-26,8433,1011
2022-01-27,8456,1375
2022-01-28,7170,924
2022-01-29,7783,1304
2022-01-30,5886,519
2022-01-31,7173,669
2022-02-01,6315,533
2022-02-02,5462,507
2022-02-03,7658,960
2022-02-04,7181,782
2022-02-05,6232,504
2022-02-06,5850,685
2022-02-07,8018,1179
2022-02-08,8459,1929
2022-02-09,8146,958
2022-02-10,6785,732
2022-02-11,5952,804
2022-02-12,7401,1063
2022-02-13,5902,843
2022-02-14,6116,683
2022-02-15,7804,917
2022-02-16,6516,1392
2022-02-17,6199,926
2022-02-18,6608,967
2022-02-19,6902,987
2022-02-20,23186,12534
2022-02-21,11339,4066
2022-02-22,7290,2645
2022-02-23,9162,1897
2022-02-24,6383,1167
2022-02-25,8389,1570
2022-02-26,8645,2474
2022-02-27,7740,1090
2022-02-28,7620,1019
2022-03-01,6961,1108
2022-03-02,6088,854
2022-03-03,7899,971
2022-03-04,8551,916
2022-03-05,6242,894
2022-03-06,4937,1245
2022-03-07,6822,627
2022-03-08,5500,636
2022-03-09,6387,638
2022-03-10,6057,946
2022-03-11,5816,514
2022-03-12,5637,423
2022-03-13,5156,363
2022-03-14,5337,427
2022-03-15,5707,581
2022-03-16,5273,1375
2022-03-17,5155,377
2022-03-18,5840,374
2022-03-19,6935,685
2022-03-20,6401,1599
2022-03-21,6011,735
2022-03-22,5881,977
2022-03-23,5474,504
2022-03-24,6278,963
2022-03-25,5584,1177
2022-03-26,5630,414
2022-03-27,6074,359
2022-03-28,6972,1558
2022-03-29,6168,1039
2022-03-30,6871,531
2022-03-31,6379,1085
2022-04-01,6481,446
2022-04-02,11103,3461
2022-04-03,8007,956
2022-04-04,9674,1616
2022-04-05,7912,1821
2022-04-06,5780,597
2022-04-07,6870,664
2022-04-08,5957,468
2022-04-09,5990,530
2022-04-10,6552,612
2022-04-11,5662,566
2022-04-12,6691,535
2022-04-13,6314,837
2022-04-14,5575,368
2022-04-15,5565,570
2022-04-16,5496,447
2022-04-17,5525,437
2022-04-18,7361,582
2022-04-19,6734,461
2022-04-20,6297,508
2022-04-21,5613,711
2022-04-22,4837,426
2022-04-23,5470,357
2022-04-24,4464,439
2022-04-25,6013,438
2022-04-26,7371,1391
2022-04-27,5504,898
2022-04-28,5084,708
2022-04-29,5072,598
2022-04-30,5146,493
2022-05-01,4688,367
2022-05-02,4778,462
2022-05-03,4829,468
2022-05-04,5031,628
2022-05-05,5341,608
2022-05-06,8300,425
2022-05-07,4934,458
2022-05-08,4788,783
2022-05-09,5995,1031
2022-05-10,5335,550
2022-05-11,5997,898
2022-05-12,5955,679
2022-05-13,5281,836
2022-05-14,4574,262
2022-05-15,4405,280
2022-05-16,4294,207
2022-05-17,4363,4043
2022-05-18,4502,257
2022-05-19,4212,293
2022-05-20,4060,234
2022-05-21,4279,246
2022-05-22,4154,239
2022-05-23,3376,270
2022-05-24,4801,908
2022-05-25,3139,334
2022-05-26,2881,226
2022-05-27,4400,279
2022-05-28,2910,318
2022-05-29,2881,353
2022-05-30,3449,323
2022-05-31,3631,356
